encounter_datetime,park_area_id,city_agency,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
05/17/2020 05:00:00 PM,Q010A,DEP,Social distancing (groups of 3 or more),Social Distancing,9,9,Parking Lot,,,,,Queens
05/17/2020 06:33:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:31:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,15,7,Open field/multi-purpose play area,,,,,Queens
05/17/2020 06:29:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:25:00 PM,Q010A,DEP,Social distancing (groups of 3 or more),Social Distancing,11,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 06:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 06:30:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:25:00 PM,R106,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Bocce court,2,true,false,Staten Island
05/17/2020 06:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:50:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Soccer field,,,,,Brooklyn
05/17/2020 06:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:30:00 AM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:40:00 PM,Q010A,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 06:25:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:15:00 PM,R107,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 06:30:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 06:05:00 PM,Q004,DEP,Social distancing (groups of 3 or more),Social Distancing,0,1,Track/field area,,,,,Queens
05/17/2020 05:42:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:22:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Parking Lot,,,,,Queens
05/17/2020 06:23:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Parking Lot,,,,,Queens
05/17/2020 06:23:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,3,3,Baseball field,,,,,Queens
05/17/2020 06:25:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:20:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 06:22:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,2,true,true,Queens
05/17/2020 06:20:00 PM,Q102-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:20:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 06:10:00 PM,X039,DEP,Social distancing (groups of 3 or more),Social Distancing,20,0,Open field/multi-purpose play area,,,,,Bronx
05/17/2020 06:18:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:15:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:18:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:01:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:54:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:50:00 PM,Q004,DEP,Social distancing (groups of 3 or more),Social Distancing,2,6,Walking path,,,,,Queens
05/17/2020 01:23:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:13:00 PM,M379,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 06:13:00 PM,M010-103,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:30:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:00:00 PM,R066,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 06:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:00:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:06:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 06:10:00 PM,Q163,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,4,true,false,Queens
05/17/2020 06:06:00 PM,B058,DEP,Social distancing (groups of 3 or more),Social Distancing,0,9,Baseball field,,,,,Brooklyn
05/17/2020 06:06:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:01:00 PM,Q099-01,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Parking Lot,,,,,Queens
05/17/2020 06:01:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Bench/sitting area,,,,,Brooklyn
05/17/2020 06:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:40:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,9,1,Walking path,,,,,Queens
05/17/2020 06:02:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 06:02:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 06:00:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:04:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Queens
05/17/2020 04:45:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,8,5,Walking path,,,,,Queens
05/17/2020 06:00:00 PM,B082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:50:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 05:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:57:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 06:00:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 06:00:00 PM,Q082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,6,2,Open field/multi-purpose play area,,,,,Queens
05/17/2020 05:56:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:50:00 PM,Q102-03,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 05:55:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 02:27:00 PM,Q004,DEP,Social distancing (groups of 3 or more),Social Distancing,3,12,Track/field area,,,,,Queens
05/17/2020 04:05:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:45:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:50:00 AM,M042,DEP,Social distancing (groups of 3 or more),Social Distancing,0,3,Walking path,,,,,Manhattan
05/17/2020 05:45:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Queens
05/17/2020 05:50:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/16/2020 05:50:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 05:50:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:49:00 PM,Q001A-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:30:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,12,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 05:40:00 PM,M099,DEP,Social distancing (groups of 3 or more),Social Distancing,7,3,Soccer field,,,,,Manhattan
05/17/2020 05:30:00 PM,R119,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Staten Island
05/17/2020 04:30:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:02:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,3,2,Walking path,,,,,Queens
05/17/2020 05:42:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:35:00 PM,Q099-16,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:35:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:40:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 05:35:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:30:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Adult fitness equipment,,,,,Brooklyn
05/17/2020 05:03:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:30:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 05:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,R066,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 05:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 05:15:00 PM,R106,DEP,Social distancing (groups of 3 or more),Social Distancing,8,0,Bench/sitting area,,,,,Staten Island
05/17/2020 05:30:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:45:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,8,5,Walking path,,,,,Queens
05/17/2020 05:29:00 PM,B058,DEP,Social distancing (groups of 3 or more),Social Distancing,0,8,Track/field area,,,,,Brooklyn
05/17/2020 05:25:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:15:00 PM,R106,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Chess area,,,,,Staten Island
05/17/2020 05:00:00 PM,Q448,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:30:00 AM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:25:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:25:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:40:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,11,3,Walking path,,,,,Queens
05/17/2020 05:27:00 PM,Q051-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:24:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:26:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:24:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,6,0,Track/field area,,,,,Queens
05/17/2020 05:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:25:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:30:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Queens
05/17/2020 05:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:22:00 PM,X045-03,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:25:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:10:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,1,Open field/multi-purpose play area,,,,,Queens
05/17/2020 05:15:00 PM,X092,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Bronx
05/17/2020 05:15:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:17:00 AM,M042,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 01:34:00 AM,M042,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:10:00 AM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:15:00 PM,Q015,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,18,true,false,Queens
05/17/2020 02:50:00 AM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:11:00 PM,B058,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Open field/multi-purpose play area,,,,,Brooklyn
05/17/2020 05:13:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:10:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 05:10:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:10:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,0,5,Bench/sitting area,,,,,Queens
05/17/2020 04:00:00 PM,Q021,DEP,Social distancing (groups of 3 or more),Social Distancing,25,15,Baseball field,,,,,Queens
05/17/2020 05:00:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 05:00:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:08:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:07:00 PM,Q102-03,DEP,Social distancing (groups of 3 or more),Social Distancing,6,1,Baseball field,,,,,Queens
05/17/2020 05:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:50:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 04:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,R107,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 05:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 05:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:55:00 PM,B058,DEP,Social distancing (groups of 3 or more),Social Distancing,0,9,Open field/multi-purpose play area,,,,,Brooklyn
05/17/2020 04:53:00 PM,Q448-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:50:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 04:54:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 05:00:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 04:52:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,0,16,Open field/multi-purpose play area,,,,,Queens
05/17/2020 04:45:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,8,0,Open field/multi-purpose play area,,,,,Brooklyn
05/17/2020 03:00:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 04:53:00 PM,Q102-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 05:52:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:50:00 PM,Q163-21,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,30,false,false,Queens
05/17/2020 04:45:00 PM,R031,DEP,Social distancing (groups of 3 or more),Social Distancing,60,20,Open field/multi-purpose play area,,,,,Staten Island
05/27/2020 04:45:00 PM,Q005,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Parking Lot,,,,,Queens
05/17/2020 04:43:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 04:45:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:30:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 04:40:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,11,true,true,Queens
05/17/2020 04:30:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:39:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:37:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:45:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:24:00 PM,B058,DEP,Social distancing (groups of 3 or more),Social Distancing,0,5,Open field/multi-purpose play area,,,,,Brooklyn
05/17/2020 04:30:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:36:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:35:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:35:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 03:25:00 PM,X039,DEP,Social distancing (groups of 3 or more),Social Distancing,3,3,Track/field area,,,,,Bronx
05/17/2020 02:07:00 PM,B058,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:32:00 PM,M010-207,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 04:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:31:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:25:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:00:00 PM,R031,DEP,Social distancing (groups of 3 or more),Social Distancing,4,3,Parking Lot,,,,,Staten Island
05/17/2020 04:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:27:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:20:00 PM,R119,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Parking Lot,,,,,Staten Island
05/17/2020 01:45:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 AM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/16/2020 05:37:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:30:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 04:15:00 PM,Q458,DEP,Social distancing (groups of 3 or more),Social Distancing,10,2,Parking Lot,,,,,Queens
05/17/2020 04:15:00 PM,X118-01,DEP,Social distancing (groups of 3 or more),Social Distancing,10,10,Bench/sitting area,,,,,Bronx
05/17/2020 03:55:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:21:00 PM,Q458,DEP,Social distancing (groups of 3 or more),Social Distancing,12,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 12:29:00 PM,X118-01,DEP,Social distancing (groups of 3 or more),Social Distancing,5,5,Baseball field,,,,,Bronx
05/17/2020 04:24:00 PM,Q051-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:20:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:10:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,1,Open field/multi-purpose play area,,,,,Queens
05/17/2020 04:20:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:15:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Queens
05/17/2020 04:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:10:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,20,0,Bench/sitting area,,,,,Queens
05/17/2020 04:12:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:17:00 AM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:10:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,3,3,Soccer field,,,,,Queens
05/17/2020 04:00:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:04:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 04:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 04:00:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 04:00:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Queens
05/17/2020 04:04:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:01:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:00:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 04:02:00 PM,Q001A-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 04:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 04:00:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,1,true,true,Queens
05/17/2020 03:55:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:58:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:00:00 PM,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
